year,month,state,genus_species,serotypeorgenogroup,status,locationofconsumption,totalill,totalhospitalizations,totaldeaths,foodvehicle,contaminated_ingredient,serialid
2007,March,Vermont,,,,,3,2,0,,,11381
2007,April,Kansas,Norovirus,Unspecified,Confirmed,School,97,0,0,,,11382
2007,April,Kansas,,,,Restaurant - other or unknown type,2,2,0,,,11383
2007,April,Kansas,Norovirus,"Genogroup I (GI), non typeable by GI probes",Confirmed,"Restaurant - other or unknown type; Workplace, not cafeteria",27,0,0,,,11384
2007,March,Rhode Island,Norovirus,Unspecified,Confirmed,Banquet facility,10,0,0,,,11385
2007,April,Ohio,,,,Office setting,7,0,0,,,11386
2007,April,Ohio,,,,,2,0,0,,,11387
2007,April,Ohio,,,,Private home,2,1,0,,,11388
2007,April,Ohio,,,,Restaurant - other or unknown type,2,0,0,,,11389
2007,April,Ohio,,,,Private home,2,0,0,milkshake,,11390
2007,April,Georgia,Clostridium perfringens,,Confirmed,"Church, temple, etc",9,0,0,Curry Chicken,,11391
2007,April,Maryland,Norovirus,,Suspected,"Office setting; Private home; Workplace, not cafeteria",17,0,0,lettuce-based salads unspecified,,11392
2007,May,Illinois,Norovirus,GII / undefined cluster by sequence,Confirmed,"Restaurant - other or unknown type; Workplace, not cafeteria",41,0,0,,,11393
2007,April,Wisconsin,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,"Private home; Workplace, not cafeteria",86,0,0,potato salad,,11394
2007,March,North Dakota,Norovirus,Unspecified,Confirmed,Restaurant - other or unknown type,16,0,0,,,11395
2006,September,California,Other chemical,,Suspected,"Workplace, not cafeteria",13,0,0,,,11396
2007,January,Hawaii,,,,Restaurant - other or unknown type,35,0,0,,,11397
2007,April,Florida,,,,Restaurant - other or unknown type,4,,,plaintains,,11398
2007,March,Pennsylvania,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Banquet facility,8,3,0,jerky,,11399
2006,December,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Private home,20,0,0,"chicken, unspecified",,11400
2006,April,California,Other bacterial,,Suspected,"Fair, festival, temporary mobile service; Office setting; Workplace, not cafeteria",14,0,0,"cookies, unspecified",,11401
2007,March,California,Norovirus,Unspecified,Suspected,,44,1,0,,,11402
2006,November,California,Puffer fish tetrodotoxin,,Suspected,Restaurant - other or unknown type,2,2,0,"soup, puffer fish",,11403
2007,March,California,Norovirus,,Confirmed,Camp,21,0,0,,,11404
2007,March,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,2,0,0,,,11405
2007,March,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,"Workplace, not cafeteria",6,0,0,multiple foods,,11406
2006,December,California,Norovirus,Unspecified,Confirmed,Restaurant - other or unknown type,15,0,0,,,11407
2006,November,California,Norovirus,,Suspected,"Workplace, not cafeteria",31,0,0,,,11408
2007,March,Florida,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,3,0,0,chicken,,11409
2007,March,Minnesota,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Private home,10,7,0,"ground beef, unspecified",,11410
2007,April,Minnesota,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,5,0,0,,,11411
2007,April,Minnesota,Hepatitis A,,Confirmed,Restaurant - other or unknown type,8,3,0,,,11412
2007,April,Minnesota,,,,"Church, temple, etc",13,1,0,,,11413
2007,April,Kansas,,,,Private home,7,,,,,11414
2007,April,Maryland,Norovirus,GII / undefined cluster by sequence,Confirmed,Other,10,0,0,ice ; Lemonade; turkey salad,Fruit; Turkey; Water,11415
2007,April,New York,,,,Office setting,5,0,0,"salmon, unspecified",Fin fish,11416
2006,August,California,Salmonella enterica,Potsdam,Confirmed,Restaurant - other or unknown type,19,1,0,multiple foods,,11417
2007,April,California,Campylobacter unknown,,Suspected,Restaurant - other or unknown type,3,1,0,,,11418
2006,October,California,Campylobacter unknown,,Confirmed,,10,2,0,"CHICKEN, SOY SAUCE; PORK, SOY SAUCE",,11419
2007,January,California,Norovirus,Unspecified,Suspected,Other,28,0,0,,,11420
2007,April,Florida,,,,Restaurant - other or unknown type,2,,,"salmon, raw",,11421
2007,April,Florida,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,2,,,buffet,,11422
2007,April,Florida,,,,Restaurant - other or unknown type,2,,,chow mein,,11423
2007,April,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,"sandwich, steak",,11424
2006,March,Alabama,Clostridium perfringens,,Suspected,"Prison, jail",741,,,"chicken, baked",,11425
2007,April,California,Staphylococcus aureus,,Suspected,Private home; Restaurant - other or unknown type,4,0,0,,,11426
2007,May,Tennessee,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,11,0,0,,,11427
2007,April,Oregon,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type,8,0,0,,,11428
2007,April,Massachusetts,Salmonella enterica,Braenderup,Confirmed,Restaurant - other or unknown type,21,1,0,,,11429
2007,March,Arizona,Norovirus,GII / undefined cluster by sequence,Suspected,Restaurant - other or unknown type,6,0,0,,,11430
2007,May,Georgia,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,4,0,0,,,11431
2007,March,Arizona,Norovirus,GII / undefined cluster by sequence,Suspected,Restaurant - other or unknown type,8,0,0,,,11432
2007,March,Arizona,,,,Restaurant - other or unknown type,5,0,0,,,11433
2007,May,California,Other chemical,,Suspected,Workplace cafeteria,3,0,0,,,11434
2007,March,Arizona,Norovirus,GII / undefined cluster by sequence,Suspected,Restaurant - other or unknown type,5,0,0,,,11435
2007,March,Arizona,Norovirus,GII / undefined cluster by sequence,Suspected,Restaurant - other or unknown type,3,0,0,,,11436
2007,January,Florida,Norovirus,"Genogroup I (GI), non typeable by GI probes",Suspected,Private home,13,0,0,cake; coleslaw; Spinach Artichoke Dip,,11437
2007,May,Kansas,,,,Restaurant - other or unknown type,3,0,0,,,11438
2007,March,New York,Campylobacter jejuni,,Confirmed,Restaurant - other or unknown type,2,0,0,"duck, liver",Organ,11439
2007,February,Florida,Ciguatoxin,,Confirmed,Private home,3,0,0,"fish, amberjack",Fin fish,11440
2007,March,Florida,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,1,0,"tuna, unspecified",Fin fish,11441
2007,April,Ohio,,,,Banquet facility,10,0,0,,,11442
2007,April,Ohio,Norovirus,GII / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,2,0,0,,,11443
2007,May,Ohio,Clostridium perfringens,,Suspected,Private home; Restaurant - other or unknown type,7,0,0,"ground beef, other",,11444
2007,April,Ohio,Salmonella enterica,"I 4,[5],12:i:-",Confirmed,Private home,6,0,0,,,11445
2007,May,Ohio,Salmonella enterica,Enteritidis,Suspected,Private home,2,1,0,,,11446
2007,May,Ohio,Norovirus,GI / undefined cluster by sequence,Confirmed,"Hospital; Office setting; Restaurant - other or unknown type; Workplace, not cafeteria",100,2,0,"sandwich, submarine",,11447
2007,May,Ohio,,,,Restaurant - other or unknown type,3,0,0,,,11448
2007,May,Ohio,,,,Restaurant - other or unknown type,2,0,0,,,11449
2007,May,Ohio,,,,Banquet facility; Wedding reception,30,0,0,"sandwich, turkey",,11450
2007,May,Ohio,,,,"Church, temple, etc",7,0,0,,,11451
2007,May,Ohio,Norovirus,GII / undefined cluster by sequence,Confirmed,Banquet facility; Wedding reception,16,1,0,,,11452
2007,May,Ohio,Norovirus,GII / undefined cluster by sequence,Confirmed,Private home,3,2,0,"chicken, fried",,11453
2007,February,South Carolina,Norovirus,"Genogroup I (GI), non typeable by GI probes; Genogroup II  (GII) , non typeable by GII probes",Confirmed; Confirmed,Restaurant - other or unknown type,43,0,0,,,11454
2006,October,Nevada,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,4,0,0,,,11455
2007,February,Colorado,Norovirus,Unspecified,Suspected,Office setting,15,0,0,"green salad; pizza, pep/ham/sausage",,11456
2007,April,California,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,7,0,0,multiple foods,,11457
2007,May,New York,Norovirus,Unspecified,Confirmed,Restaurant - other or unknown type,5,0,0,shrimp,Crustaceans,11458
2007,May,New York,Bacillus cereus,,Suspected,School,27,0,0,"ham, other",Pork,11459
2007,April,Colorado,Norovirus,Unspecified,Confirmed,Wedding reception,17,0,0,,,11460
2007,April,South Carolina,Salmonella enterica,Schwarzengrund,Confirmed,Restaurant - other or unknown type,14,3,0,,,11461
2007,May,South Carolina,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type,40,1,0,,,11462
2007,May,South Carolina,Staphylococcus aureus,,Confirmed,"Church, temple, etc",21,1,0,"chicken, casserole; pork, other",,11463
2006,December,Florida,Salmonella enterica,,Confirmed,Private home,7,3,,"pork, roasted",,11464
2007,May,Washington DC,Ciguatoxin,,Confirmed,Private home,9,0,0,fish,,11465
2007,May,Illinois,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Suspected,Restaurant - other or unknown type,11,0,0,,,11466
2007,January,Michigan,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,,,"tuna, unspecified",,11467
2007,March,Michigan,,,,Other,11,0,0,"sausage, unspecified",,11468
2007,April,Iowa,,,,Restaurant - other or unknown type,7,,,,,11469
2007,April,Illinois,Norovirus,"Genogroup I (GI), non typeable by GI probes",Suspected,Other,31,0,0,,,11470
2007,April,Iowa,,,,School,63,0,0,,,11471
2007,May,Illinois,Norovirus,GII / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,44,0,0,,,11472
2007,May,Illinois,,,,Other,7,0,0,,,11473
2007,February,Washington,Norovirus,,Confirmed,"Workplace, not cafeteria",14,0,0,"sandwich, other *****",,11474
2007,April,Washington,Norovirus,,Suspected,Restaurant - other or unknown type,4,,,lettuce-based salads unspecified,,11475
2007,May,Washington,Norovirus,,Suspected,Restaurant - other or unknown type,2,1,0,chicken salad,Vine-stalk  eg. tomato,11476
2007,May,Washington,Norovirus,,Suspected,Private home,4,0,0,pasta salad,,11477
2007,May,Georgia,Norovirus,GI / undefined cluster by sequence,Confirmed,Private home,10,0,0,strawberries,Fruit,11478
2007,April,Colorado,Norovirus,Unspecified,Confirmed,Restaurant - other or unknown type,4,0,0,"sushi, unspecified",,11479
2007,January,Colorado,Norovirus,,Suspected,Restaurant - other or unknown type,13,0,0,,,11480
2007,May,Kansas,,,,Restaurant - other or unknown type,2,0,0,,,11481
2007,January,California,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,2,,,,,11482
2007,March,California,Brucella sp,,Confirmed,Private home,3,1,0,"queso fresco, unpasteurized",,11483
2007,April,California,Other bacterial,,Suspected,Restaurant - other or unknown type,3,0,0,french fries,,11484
2007,April,Louisiana,Salmonella enterica,Braenderup,Confirmed,"Church, temple, etc",31,5,1,"chicken, BBQ",Chicken,11485
2007,April,Louisiana,Clostridium perfringens,,Confirmed,"Prison, jail",41,3,0,,,11486
2007,March,California,Mycotoxins,,Suspected,Private home,2,2,,mushrooms,,11487
2007,May,Connecticut,Norovirus,GI / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,7,0,0,tap water,Water,11488
2007,June,New York,,,,Office setting,14,0,0,unspecified fruit,Fruit,11489
2007,May,New York,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,6,1,0,"chicken dishes, unspecified",Chicken,11490
2007,May,Maryland,,,,Restaurant - other or unknown type,3,0,0,pancakes,,11491
2007,May,Washington,Salmonella enterica,Flint,Confirmed,Restaurant - other or unknown type,2,0,0,"salsa, unspecified",,11492
2007,June,Washington,Norovirus,,Suspected,Restaurant - other or unknown type,4,0,0,,,11493
2007,May,Iowa,Norovirus,,Suspected,Office setting,11,0,0,chicken salad,,11494
2006,March,Illinois,Salmonella enterica,Meleagridis; Newport,Confirmed; Confirmed,Private home,96,36,0,"other cheese, unpasteurized",,11495
2007,April,Missouri,,,,Restaurant - other or unknown type,4,0,0,lettuce,,11496
2007,May,Alaska,Clostridium botulinum,,Confirmed,Private home,2,2,0,"seafood, other",,11497
2007,April,Missouri,Salmonella enterica,Muenchen,Confirmed,Unknown or undetermined,22,5,0,,,11498
2007,May,Connecticut,Norovirus,GI / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,14,0,0,house salad; ice,,11499
2007,May,Pennsylvania,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,34,0,0,"stuffing, unspecified",,11500
2007,May,Florida,Salmonella enterica,Baildon,Confirmed,Restaurant - other or unknown type,2,0,0,"salsa, unspecified",,11501
2007,May,New York,,,,Office setting,8,0,0,,,11502
2007,June,Minnesota,Norovirus,,Confirmed,Restaurant - other or unknown type,5,0,0,,,11503
2007,March,Pennsylvania,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,8,6,0,"steak, beef tips; steak, sirloin",,11504
2007,April,Arizona,,,,"Restaurant - other or unknown type; Workplace, not cafeteria",5,0,0,,,11505
2007,June,Illinois,Salmonella enterica,Montevideo,Confirmed,Grocery store,9,1,0,green salsa; pig head; red salsa,,11506
2007,April,Wisconsin,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Other,23,0,0,,,11507
2007,May,Illinois,Hepatitis A,,Confirmed,Private home,2,0,,,,11508
2007,March,California,Clostridium perfringens,,Confirmed,Private home,5,0,0,"beans, unspecified",,11509
2007,February,California,Norovirus,GII / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,27,0,0,multiple foods,,11510
2007,April,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Private home,21,0,0,LASAGNA (VEGGIE),,11511
2007,May,California,Norovirus,GII / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,25,1,0,CHICKEN STIR FRY,,11512
2007,April,Arizona,,,,Restaurant - other or unknown type,11,0,0,,,11513
2007,April,Arizona,,,,Banquet facility,9,0,0,,,11514
2007,January,Oregon,Norovirus,GII / undefined cluster by sequence,Confirmed,Private home,12,0,0,,,11515
2007,June,Oregon,Salmonella enterica,Enteritidis,Confirmed,Grocery store; Private home,7,1,0,Crabcake,,11516
2007,May,Illinois,Puffer fish tetrodotoxin,,Confirmed,Private home,2,1,0,"soup, puffer fish",,11517
2007,May,Ohio,,,,Private home,14,0,0,,,11518
2007,May,Ohio,Norovirus,GII / undefined cluster by sequence,Confirmed,Office setting; Workplace cafeteria,18,0,0,,,11519
2007,June,Ohio,Other chemical,,Suspected,Private home,2,0,0,nuts,,11520
2007,June,Ohio,,,,School,3,0,0,"sandwich, turkey",,11521
2007,June,Ohio,,,,Private home,2,1,0,"ground beef, cheeseburger",,11522
2007,June,Ohio,,,,Restaurant - other or unknown type,2,0,0,"soup, other *****",,11523
2007,June,Connecticut,,,,Banquet facility,31,0,0,"lemon, unspecified; potato salad; scallops, baked",,11524
2007,April,California,Norovirus,GI / Norwalk cluster,Confirmed,Restaurant - other or unknown type,23,0,0,,,11525
2007,May,Florida,,,,Restaurant - other or unknown type,2,,,"pork, ribs",,11526
2007,May,Florida,,,,Restaurant - other or unknown type,13,,,"pork, BBQ",,11527
2007,May,Pennsylvania,Norovirus,GI / Norwalk cluster,Confirmed,"Prison, jail",98,0,0,"chicken; ham, other; mixed vegetables, carrots and celery; sandwich, chicken",,11528
2007,February,New York,,,,Banquet facility,23,0,0,deli tray,,11529
2007,June,Kansas,,,,Restaurant - other or unknown type,3,0,0,,,11530
2007,February,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,3,,,multiple foods,,11531
2007,February,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,15,,,"refried beans, unspecified; Steamed rice",,11532
2007,April,Georgia,Salmonella enterica,Berta,Confirmed,Other,5,1,0,,,11533
2007,March,Florida,,,,Restaurant - other or unknown type,4,,,"ethnic style, buffet",,11534
2007,March,Florida,,,,Restaurant - other or unknown type,4,,,"sandwich, cuban",,11535
2007,April,Florida,Norovirus,,Suspected,Restaurant - other or unknown type,4,,,"nachos, unspecified",,11536
2007,April,Florida,,,,Restaurant - other or unknown type,2,,,"ethnic style, buffet",,11537
2006,December,California,,,,Restaurant - other or unknown type,5,0,0,,,11538
2007,May,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,,,black beans,,11539
2007,April,Florida,Norovirus,,Suspected,Private home,6,,,"ham, unspecified",,11540
2007,May,Hawaii,Ciguatoxin,,Confirmed,"Workplace, not cafeteria",3,0,0,"fish, wahanui",Fin fish,11541
2007,April,Hawaii,Norovirus,Unspecified,Confirmed,Other,9,0,0,"sandwich, other specialty",,11542
2007,February,Hawaii,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,0,"fish, mahi mahi",,11543
2007,March,Hawaii,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,8,5,0,"mesclun mix, unspecified",,11544
2007,April,Nebraska,Histamine,,Confirmed,Restaurant - other or unknown type,4,2,0,yellowfin tuna,,11545
2007,May,Tennessee,,,,Restaurant - other or unknown type,20,0,0,,,11546
2007,May,Arizona,,,,Restaurant - other or unknown type,4,0,0,,,11547
2007,May,Arizona,,,,Restaurant - other or unknown type,26,0,0,"roast beef, other",,11548
2007,June,Minnesota,Scombroid toxin,,Suspected,Restaurant - other or unknown type,4,0,0,"tuna, unspecified",,11549
2007,May,Arizona,,,,Restaurant - other or unknown type,4,0,0,,,11550
2007,June,Illinois,Staphylococcus aureus,,Confirmed,Picnic,75,0,0,"pork, BBQ",,11551
2007,May,Illinois,Salmonella enterica,Litchfield,Confirmed,Restaurant - other or unknown type,6,0,0,,,11552
2007,June,Illinois,,,,Banquet facility,35,0,0,"turkey, roasted",,11553
2007,June,Illinois,,,,Restaurant - other or unknown type,3,0,0,,,11554
2007,June,Illinois,Staphylococcus aureus,,Confirmed,"Workplace, not cafeteria",12,3,0,enchiladas,,11555
2007,January,California,Norovirus,Unspecified,Suspected,Other,15,1,0,"sandwich, unspecified",,11556
2007,May,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Private home,11,0,0,"beans, unspecified",,11557
2007,March,Georgia,Salmonella enterica,Montevideo,Confirmed,Restaurant - other or unknown type,6,0,0,,,11558
2007,June,Maryland,Norovirus,GII / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,94,1,0,tap water,,11559
2007,June,Iowa,Clostridium perfringens,,Confirmed,School,61,0,0,,,11560
2007,May,Kansas,,,,Restaurant - other or unknown type,4,,,,,11561
2007,May,Michigan,,,,School,8,0,0,"salad, unspecified",,11562
2007,April,Michigan,,,,"Church, temple, etc",11,0,0,,,11563
2007,June,Colorado,Norovirus,Unspecified,Confirmed,Restaurant - other or unknown type,3,0,0,,,11564
2007,April,Vermont,Salmonella enterica,Braenderup,Confirmed,Restaurant - other or unknown type,2,0,0,,,11565
2007,March,Vermont,,,,Restaurant - other or unknown type,12,0,0,other food *****,,11566
2006,August,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Private home,20,2,0,"queso fresco, unpasteurized; RAW MILK",,11567
2007,February,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Unknown or undetermined,6,1,0,,,11568
2007,March,Pennsylvania,Campylobacter unknown,,Confirmed,Unknown or undetermined,4,0,0,,,11569
2007,April,Pennsylvania,Norovirus,,Confirmed,Banquet facility,33,0,0,pork,,11570
2007,May,Wisconsin,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,"Workplace, not cafeteria",13,0,0,onion,,11571
2007,June,Pennsylvania,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown or undetermined,2,0,0,,,11572
2007,June,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Unknown or undetermined,2,0,0,,,11573
2007,June,Pennsylvania,Bacillus cereus,,Confirmed,Banquet facility,25,0,0,other vegetable *****,,11574
2007,June,Iowa,Norovirus,GII / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,8,0,0,,,11575
2005,September,California,Salmonella unknown,,Confirmed,Private home,2,0,0,"queso fresco, unpasteurized",Milk,11576
2006,May,California,,,,Private home,2,0,0,"seafood, unspecified",,11577
2007,June,Wisconsin,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Wedding reception,49,0,0,"mixed vegetables, unspecified",,11578
2007,February,Texas,Norovirus,GII / undefined cluster by sequence,Confirmed,"Nursing home, assisted living facility, home care",89,5,2,,,11579
2006,May,California,Other bacterial,,Suspected,Restaurant - other or unknown type,3,0,0,"ground beef, cheeseburger",,11580
2007,July,Illinois,,,,Restaurant - other or unknown type,5,0,0,,,11581
2007,June,Texas,Shigella sonnei,,Confirmed,,16,3,0,"chicken, BBQ",,11582
2006,September,California,Other chemical,,Suspected,Restaurant - other or unknown type,2,0,0,,,11583
2006,May,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Other,15,0,0,TRI-TIP,Beef; Spices,11584
2007,January,California,,,,Restaurant - other or unknown type,2,1,0,"CHICKEN, HAMBURGER",Chicken,11585
2007,May,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,2,0,0,"pizza, unspecified",,11586
2007,July,New York,Clostridium perfringens,,Confirmed,Camp,40,0,0,"roast beef, unspecified",Beef,11587
2007,June,Washington,Clostridium perfringens,,Suspected,School,8,0,0,Specialty/Ethnic dishes,,11588
2007,May,Vermont,Salmonella enterica,Muenchen,Confirmed,,3,0,0,,,11589
2007,May,Colorado,Campylobacter jejuni,,Suspected,Private home,4,1,0,"other cheese, unspecified",,11590
2007,May,Kansas,,,,Private home,5,0,0,,,11591
2006,July,Oregon,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,"Fair, festival, temporary mobile service",34,0,0,,,11592
2007,June,Florida,,,,Restaurant - other or unknown type,2,,,tempura chicken,,11593
2007,June,Arkansas,Salmonella enterica,Hadar,Confirmed,Picnic,5,2,0,"chicken, casserole",,11594
2007,June,Florida,,,,Restaurant - other or unknown type,2,,,"refried beans, unspecified; taco, beef",,11595
2007,June,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,5,,,chicken dishes; Fried Rice,,11596
2007,May,Florida,Salmonella unknown,,Confirmed,Restaurant - other or unknown type,5,,,multiple foods,,11597
2007,June,Washington DC,Salmonella enterica,Newport,Confirmed,Private home; Restaurant - other or unknown type,46,,,"avocado, unspecified; cilantro; guacamole, unspecified; tomato, unspecified",,11598
2007,June,Illinois,Salmonella enterica,Heidelberg,Confirmed,"Fair, festival, temporary mobile service",802,29,0,hummus,,11599
2007,June,New York,,,,Restaurant - other or unknown type,4,0,0,,,11600
2007,June,Arizona,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Private home,3,0,0,,,11601
2007,May,Wisconsin,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type,23,,0,,,11602
2007,April,South Carolina,Campylobacter jejuni; Salmonella enterica,Give,Confirmed; Confirmed,Private home,11,4,0,RAW MILK,,11603
2006,September,Multistate outbreak reported by CDC,Clostridium botulinum,,Confirmed,Private home,4,4,1,"Carrot juice, pasteurized",,11604
2007,July,North Dakota,"E.coli, Shiga toxin-producing",O111,Confirmed,Private home,23,0,0,,,11605
2006,June,Multistate outbreak reported by CDC,Salmonella enterica,Newport,Confirmed,Restaurant - other or unknown type,115,8,0,"tomato, unspecified",,11606
2007,April,Texas,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,4,1,0,"ground beef, hamburger",,11607
2006,May,Texas,,,,Banquet facility; Other,15,0,0,,,11608
2006,May,Texas,,,,Restaurant - other or unknown type,3,0,0,,,11609
2007,March,Oregon,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown or undetermined,2,2,0,,,11610
2007,June,Hawaii,Ciguatoxin,,Confirmed,Private home,2,0,0,"fish, perch",,11611
2007,January,Florida,Salmonella unknown,,Confirmed,"Fair, festival, temporary mobile service",13,,,"turkey, other",,11612
2007,June,Oregon,,,,Restaurant - other or unknown type,4,0,0,,,11613
2007,June,Oregon,"E.coli, Shiga toxin-producing",O157:NM (H-),Confirmed,Restaurant - other or unknown type,2,1,0,,,11614
2006,August,Multistate outbreak reported by CDC,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Private home,238,103,5,Spinach,,11615
2007,July,Oregon,,,,Private home,5,0,0,,,11616
2007,June,Oregon,Norovirus,Unspecified,Suspected,Restaurant - other or unknown type,25,0,0,,,11617
2006,November,Multistate outbreak reported by CDC,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,77,55,0,"lettuce, unspecified",,11618
2006,November,Multistate outbreak reported by CDC,"E.coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type,80,23,0,"lettuce, unspecified",,11619
2006,June,Multistate outbreak reported by CDC,Salmonella enterica,Oranienburg,Confirmed,"Grocery store; Hospital; Nursing home, assisted living facility, home care",41,7,0,fruit salad,,11620
2007,July,Wisconsin,Norovirus,"Genogroup II  (GII) , non typeable by GII probes",Confirmed,Restaurant - other or unknown type; Wedding reception,21,0,0,,,11621
2006,September,Multistate outbreak reported by CDC,Salmonella enterica,Typhimurium,Confirmed,Private home; Restaurant - other or unknown type,192,24,0,"tomato, unspecified",,11622
2006,August,Multistate outbreak reported by CDC,Salmonella enterica,Tennessee,Confirmed,Private home,715,129,0,peanut butter,,11623
2007,June,Kansas,,,,Private home,4,0,0,,,11624
2007,June,Kansas,,,,Restaurant - other or unknown type,2,0,0,,,11625
2007,June,Kansas,,,,Restaurant - other or unknown type,2,0,0,,,11626
2006,December,Multistate outbreak reported by CDC,Other chemical,,Confirmed,Private home,11,1,0,"bun; Danishes; doughnuts, unspecified",,11627
2007,July,Illinois,Campylobacter unknown,,Suspected,Restaurant - other or unknown type,3,0,0,,,11628
2006,April,California,Hepatitis A,,Confirmed,Other,8,2,0,ice,,11629
2007,March,California,,,,Restaurant - other or unknown type,3,,,"RICE BOWL, UNSPECIFIED",,11630
2007,June,California,Norovirus,Unspecified,Suspected,Banquet facility,26,0,0,"grapes, unspecified",,11631
2007,July,Illinois,Clostridium perfringens,,Confirmed,Office setting,7,0,0,"chicken, shredded",,11632
2007,July,Illinois,,,,"Workplace, not cafeteria",3,0,0,,,11633
2007,July,Illinois,Norovirus,GI / undefined cluster by sequence,Confirmed,Other,526,0,0,,,11634
2007,July,Wisconsin,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type; Wedding reception,16,0,0,"roast beef, other",,11635
2007,May,Minnesota,Salmonella enterica,Agona,Confirmed,Restaurant - other or unknown type,6,1,0,,,11636
2007,June,North Dakota,Salmonella enterica,Newport,Confirmed,Picnic,7,1,0,,,11637
2007,June,Ohio,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,9,1,0,,,11638
2007,June,Ohio,Norovirus,GII / undefined cluster by sequence,Confirmed,Picnic,10,0,0,,,11639
2007,July,Connecticut,,,,School,28,0,0,"green beans, unspecified",,11640
2007,June,Ohio,,,,Unknown or undetermined,2,,0,"refried beans, unspecified",,11641
2007,June,Ohio,,,,Other; Restaurant - other or unknown type,16,0,0,"ground beef, cheeseburger",,11642
2007,June,Ohio,,,,Private home,3,0,0,,,11643
2007,June,Ohio,Norovirus,GI / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,4,0,0,"steak, other",,11644
2007,June,Ohio,,,,Private home; Restaurant - other or unknown type,2,0,0,,,11645
2007,June,Ohio,,,,Private home,19,2,0,,,11646
2007,June,Ohio,Norovirus,GII / undefined cluster by sequence,Confirmed,Restaurant - other or unknown type,8,0,0,,,11647
2007,June,Ohio,Salmonella enterica,Heidelberg,Confirmed,Banquet facility; Restaurant - other or unknown type,24,3,0,,,11648
